"seqnames"	"starts"	"ends"	"names"	"scores"	"strands"	"pvalue..log10"	"fold_enrichment"	"qvalue..log10"	"V.30.SUMO"	"ICI.30.SUMO"	"ICI.180.SUMO"
"7379"	"chr13"	93886355	93886628	"peak_call/ICI_30_peak_2895"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7380"	"chr19"	46017779	46018114	"peak_call/ICI_30_peak_5600"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7381"	"chr9"	92794691	92795004	"peak_call/ICI_30_peak_11283"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7382"	"chr6"	53080750	53081109	"peak_call/ICI_30_peak_9537"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7383"	"chr22"	38574084	38574340	"peak_call/ICI_30_peak_7457"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7384"	"chr1"	18646642	18646976	"peak_call/ICI_30_peak_140"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7385"	"chr12"	124673044	124673342	"peak_call/ICI_30_peak_2676"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7386"	"chr16"	17575656	17575928	"peak_call/ICI_30_peak_4039"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7387"	"chr10"	82254869	82255103	"peak_call/ICI_30_peak_1389"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7388"	"chr3"	139032762	139033131	"peak_call/ICI_30_peak_7975"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7389"	"chr4"	126053142	126053364	"peak_call/ICI_30_peak_8523"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7390"	"chr7"	16961557	16961836	"peak_call/ICI_30_peak_9996"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7391"	"chr1"	110641005	110641246	"peak_call/ICI_30_peak_447"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7392"	"chr20"	52374232	52374450	"peak_call/ICI_30_peak_6971"	113	"*"	14.51353	1.64564	11.35694	0	0	0
"7393"	"chr19"	47423469	47423823	"peak_call/ICI_30_peak_5621"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7394"	"chr17"	74311044	74311279	"peak_call/ICI_30_peak_4992"	113	"*"	14.47604	4.0959	11.31981	0	0	0
"7395"	"chr22"	38177550	38177784	"peak_call/ICI_30_peak_7452"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7396"	"chr9"	136746228	136746481	"peak_call/ICI_30_peak_11561"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7397"	"chr10"	130835225	130835483	"peak_call/ICI_30_peak_1607"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7398"	"chrX"	38859799	38860293	"peak_call/ICI_30_peak_11773"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7399"	"chr11"	119995731	119996107	"peak_call/ICI_30_peak_2121"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7400"	"chr22"	26059662	26060063	"peak_call/ICI_30_peak_7397"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7401"	"chr6"	108544730	108545232	"peak_call/ICI_30_peak_9661"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7402"	"chr11"	37392420	37392694	"peak_call/ICI_30_peak_1739"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7403"	"chr19"	2953265	2953686	"peak_call/ICI_30_peak_5267"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7404"	"chr20"	13227934	13228157	"peak_call/ICI_30_peak_6666"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7405"	"chr6"	112360824	112361045	"peak_call/ICI_30_peak_9684"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7406"	"chr4"	1722517	1722944	"peak_call/ICI_30_peak_8260"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7407"	"chr7"	157166213	157166566	"peak_call/ICI_30_peak_10550"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7408"	"chr3"	113549581	113549917	"peak_call/ICI_30_peak_7864"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7409"	"chr2"	119976089	119976346	"peak_call/ICI_30_peak_6159"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7410"	"chr1"	20685184	20685491	"peak_call/ICI_30_peak_150"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7411"	"chr18"	71909933	71910242	"peak_call/ICI_30_peak_5217"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7412"	"chr12"	80100020	80100429	"peak_call/ICI_30_peak_2450"	113	"*"	14.47604	4.0959	11.31981	0	0	0
"7413"	"chr3"	79652379	79652838	"peak_call/ICI_30_peak_7816"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7414"	"chr19"	18731823	18732091	"peak_call/ICI_30_peak_5439"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7415"	"chr19"	677271	677518	"peak_call/ICI_30_peak_5235"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7416"	"chr2"	135624236	135624604	"peak_call/ICI_30_peak_6235"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7417"	"chr2"	172420975	172421373	"peak_call/ICI_30_peak_6341"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7418"	"chr2"	14664298	14664888	"peak_call/ICI_30_peak_5772"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7419"	"chr3"	93781499	93781745	"peak_call/ICI_30_peak_7821"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7420"	"chr10"	23136982	23137188	"peak_call/ICI_30_peak_1110"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7421"	"chr5"	135031544	135031838	"peak_call/ICI_30_peak_9024"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7422"	"chr16"	90123091	90123352	"peak_call/ICI_30_peak_4409"	113	"*"	14.53641	4.63766	11.37966	0	0	0
"7423"	"chr5"	143483770	143484188	"peak_call/ICI_30_peak_9081"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7424"	"chr9"	96094607	96095080	"peak_call/ICI_30_peak_11309"	113	"*"	14.49674	4.84326	11.34025	0	0	0
"7425"	"chr12"	54764145	54764417	"peak_call/ICI_30_peak_2366"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7426"	"chr8"	58291747	58292059	"peak_call/ICI_30_peak_10708"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7427"	"chr6"	54739102	54739593	"peak_call/ICI_30_peak_9547"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7428"	"chr13"	111179713	111180139	"peak_call/ICI_30_peak_2932"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7429"	"chr20"	21663315	21663530	"peak_call/ICI_30_peak_6702"	113	"*"	14.49674	4.84326	11.34025	0	0	0
"7430"	"chr19"	46458047	46458449	"peak_call/ICI_30_peak_5606"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7431"	"chr10"	109306809	109307122	"peak_call/ICI_30_peak_1495"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7432"	"chr1"	67837463	67837689	"peak_call/ICI_30_peak_374"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7433"	"chr11"	67146830	67147309	"peak_call/ICI_30_peak_1877"	113	"*"	14.55458	4.98293	11.38901	0	1	0
"7434"	"chr1"	31296787	31297194	"peak_call/ICI_30_peak_223"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7435"	"chr10"	102849225	102849530	"peak_call/ICI_30_peak_1473"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7436"	"chr3"	58456993	58457273	"peak_call/ICI_30_peak_7754"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7437"	"chr19"	42440660	42440942	"peak_call/ICI_30_peak_5570"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7438"	"chr10"	123872179	123872734	"peak_call/ICI_30_peak_1565"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7439"	"chr13"	64119746	64120021	"peak_call/ICI_30_peak_2876"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7440"	"chr15"	41164540	41164775	"peak_call/ICI_30_peak_3553"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7441"	"chr9"	95896887	95897110	"peak_call/ICI_30_peak_11306"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7442"	"chr1"	29224291	29224521	"peak_call/ICI_30_peak_212"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7443"	"chr19"	44530809	44531307	"peak_call/ICI_30_peak_5582"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7444"	"chr10"	44796453	44796930	"peak_call/ICI_30_peak_1219"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7445"	"chr4"	120650111	120650564	"peak_call/ICI_30_peak_8514"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7446"	"chr19"	35601846	35602135	"peak_call/ICI_30_peak_5507"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7447"	"chr10"	129993112	129993376	"peak_call/ICI_30_peak_1605"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7448"	"chr7"	155895322	155895763	"peak_call/ICI_30_peak_10532"	113	"*"	14.47766	4.9558	11.32139	0	0	0
"7449"	"chr11"	46360107	46360493	"peak_call/ICI_30_peak_1757"	113	"*"	14.51716	4.85019	11.36055	0	0	0
"7450"	"chr4"	186434983	186435276	"peak_call/ICI_30_peak_8631"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7451"	"chr12"	46886338	46886627	"peak_call/ICI_30_peak_2284"	113	"*"	14.47604	4.0959	11.31981	0	0	0
"7452"	"chr12"	45626783	45627158	"peak_call/ICI_30_peak_2269"	113	"*"	14.45647	4.94834	11.30063	0	0	0
"7453"	"chr9"	22210384	22210755	"peak_call/ICI_30_peak_11128"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7454"	"chr12"	1940081	1940435	"peak_call/ICI_30_peak_2160"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7455"	"chr17"	15973734	15973971	"peak_call/ICI_30_peak_4503"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7456"	"chr2"	224590309	224590679	"peak_call/ICI_30_peak_6521"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7457"	"chr7"	139002800	139003067	"peak_call/ICI_30_peak_10464"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7458"	"chr4"	77483421	77483664	"peak_call/ICI_30_peak_8418"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7459"	"chr1"	226899070	226899319	"peak_call/ICI_30_peak_898"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7460"	"chrX"	13416645	13416887	"peak_call/ICI_30_peak_11737"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7461"	"chr1"	6161131	6161417	"peak_call/ICI_30_peak_42"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7462"	"chr12"	110477258	110477510	"peak_call/ICI_30_peak_2554"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7463"	"chr13"	45468618	45469026	"peak_call/ICI_30_peak_2850"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7464"	"chr11"	65149391	65149704	"peak_call/ICI_30_peak_1833"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7465"	"chr5"	137826208	137826515	"peak_call/ICI_30_peak_9040"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7466"	"chr22"	43123516	43123773	"peak_call/ICI_30_peak_7485"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7467"	"chr10"	12762482	12762732	"peak_call/ICI_30_peak_1075"	113	"*"	14.49674	4.84326	11.34025	0	0	0
"7468"	"chr6"	13407737	13408260	"peak_call/ICI_30_peak_9335"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7469"	"chr10"	81869908	81870280	"peak_call/ICI_30_peak_1381"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7470"	"chrX"	109411474	109411735	"peak_call/ICI_30_peak_11868"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7471"	"chr2"	15006901	15007506	"peak_call/ICI_30_peak_5775"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7472"	"chr10"	103391623	103391921	"peak_call/ICI_30_peak_1474"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7473"	"chr6"	7541503	7541854	"peak_call/ICI_30_peak_9295"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7474"	"chr12"	125028864	125029085	"peak_call/ICI_30_peak_2687"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7475"	"chr17"	80526369	80526634	"peak_call/ICI_30_peak_5071"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7476"	"chr5"	154722596	154722834	"peak_call/ICI_30_peak_9119"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7477"	"chr17"	74751439	74751691	"peak_call/ICI_30_peak_5000"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7478"	"chr9"	116410452	116410704	"peak_call/ICI_30_peak_11406"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7479"	"chr10"	96163001	96163342	"peak_call/ICI_30_peak_1440"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7480"	"chr9"	92270977	92271219	"peak_call/ICI_30_peak_11278"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7481"	"chr13"	76476913	76477134	"peak_call/ICI_30_peak_2889"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7482"	"chr15"	41056076	41056460	"peak_call/ICI_30_peak_3550"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7483"	"chr5"	141258698	141259142	"peak_call/ICI_30_peak_9064"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7484"	"chr7"	137334606	137334823	"peak_call/ICI_30_peak_10453"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7485"	"chr10"	44144226	44144653	"peak_call/ICI_30_peak_1213"	113	"*"	14.55458	4.98293	11.38901	0	1	0
"7486"	"chr16"	1464919	1465165	"peak_call/ICI_30_peak_3937"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7487"	"chr17"	1493362	1493833	"peak_call/ICI_30_peak_4417"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7488"	"chr9"	34163583	34163847	"peak_call/ICI_30_peak_11153"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7489"	"chr10"	120384979	120385427	"peak_call/ICI_30_peak_1543"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7490"	"chr2"	96331382	96331971	"peak_call/ICI_30_peak_6045"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7491"	"chr13"	41239439	41239988	"peak_call/ICI_30_peak_2833"	113	"*"	14.55458	4.98293	11.38901	1	1	0
"7492"	"chr2"	141864036	141864293	"peak_call/ICI_30_peak_6251"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7493"	"chr3"	133748524	133748822	"peak_call/ICI_30_peak_7963"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7494"	"chr12"	15907878	15908181	"peak_call/ICI_30_peak_2225"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7495"	"chr12"	5198081	5198333	"peak_call/ICI_30_peak_2177"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7496"	"chr17"	59877760	59877971	"peak_call/ICI_30_peak_4811"	113	"*"	14.4826	1.68852	11.32631	0	0	0
"7497"	"chr1"	8939277	8939665	"peak_call/ICI_30_peak_63"	113	"*"	14.55458	4.98293	11.38901	1	1	0
"7498"	"chr1"	44249430	44249921	"peak_call/ICI_30_peak_299"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7499"	"chr10"	75636120	75636486	"peak_call/ICI_30_peak_1336"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7500"	"chr1"	45795269	45795536	"peak_call/ICI_30_peak_306"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7501"	"chr1"	2282242	2282503	"peak_call/ICI_30_peak_26"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7502"	"chr10"	125823483	125823848	"peak_call/ICI_30_peak_1576"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7503"	"chrX"	67583841	67584124	"peak_call/ICI_30_peak_11814"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7504"	"chr1"	156955534	156955822	"peak_call/ICI_30_peak_610"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7505"	"chr19"	16725948	16726262	"peak_call/ICI_30_peak_5412"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7506"	"chr17"	29649816	29650220	"peak_call/ICI_30_peak_4585"	113	"*"	14.55458	4.98293	11.38901	0	0	0
"7507"	"chrUn_gl000220"	7235	7926	"peak_call/ICI_30_peak_11649"	112	"*"	14.43654	3.02938	11.28096	0	0	0
"7508"	"chr3"	129254121	129254386	"peak_call/ICI_30_peak_7942"	112	"*"	14.42314	4.60197	11.2683	0	0	0
"7509"	"chr1"	159870027	159870507	"peak_call/ICI_30_peak_614"	112	"*"	14.43043	4.60426	11.2749	0	0	0
"7510"	"chr11"	68065282	68065571	"peak_call/ICI_30_peak_1899"	112	"*"	14.41018	4.49898	11.25563	0	0	0
"7511"	"chr11"	68530600	68531003	"peak_call/ICI_30_peak_1906"	112	"*"	14.43043	4.60426	11.2749	0	0	0
"7512"	"chr7"	74050606	74050853	"peak_call/ICI_30_peak_10197"	112	"*"	14.42314	4.60197	11.2683	0	0	0
"7513"	"chr5"	95008229	95008505	"peak_call/ICI_30_peak_8891"	112	"*"	14.37506	4.80208	11.22095	0	0	0
"7514"	"chrX"	40157413	40157682	"peak_call/ICI_30_peak_11780"	112	"*"	14.43043	4.60426	11.2749	0	0	0
"7515"	"chr3"	156260117	156260412	"peak_call/ICI_30_peak_8023"	112	"*"	14.42187	4.32049	11.26713	0	0	0
"7516"	"chr10"	11729325	11729854	"peak_call/ICI_30_peak_1066"	112	"*"	14.39319	4.92611	11.23897	0	0	0
"7517"	"chr5"	56328068	56328377	"peak_call/ICI_30_peak_8786"	112	"*"	14.42314	4.60197	11.2683	0	0	0
"7518"	"chr8"	53542038	53542368	"peak_call/ICI_30_peak_10700"	112	"*"	14.43043	4.60426	11.2749	0	0	0
"7519"	"chr3"	143881137	143881380	"peak_call/ICI_30_peak_7987"	112	"*"	14.42187	4.32049	11.26713	0	0	0
"7520"	"chr17"	17867380	17867705	"peak_call/ICI_30_peak_4525"	112	"*"	14.43043	4.60426	11.2749	0	0	0
"7521"	"chr13"	26233173	26233656	"peak_call/ICI_30_peak_2766"	112	"*"	14.43043	4.60426	11.2749	0	0	0
"7522"	"chr9"	111313653	111314012	"peak_call/ICI_30_peak_11377"	112	"*"	14.41018	4.49898	11.25563	0	0	0
"7523"	"chr9"	2495565	2496090	"peak_call/ICI_30_peak_11089"	112	"*"	14.43043	4.60426	11.2749	0	0	0
"7524"	"chr1"	181103738	181104381	"peak_call/ICI_30_peak_689"	112	"*"	14.41012	4.15418	11.25562	0	0	0
"7525"	"chrX"	9975202	9975464	"peak_call/ICI_30_peak_11724"	112	"*"	14.43043	4.60426	11.2749	0	0	0
"7526"	"chr3"	42896825	42897487	"peak_call/ICI_30_peak_7687"	112	"*"	14.43043	4.60426	11.2749	0	0	0
"7527"	"chr8"	101731950	101732175	"peak_call/ICI_30_peak_10847"	112	"*"	14.41931	3.45326	11.26463	0	0	0
"7528"	"chr3"	4729995	4730468	"peak_call/ICI_30_peak_7535"	112	"*"	14.39342	4.00327	11.239	0	0	0
"7529"	"chr17"	57591304	57591581	"peak_call/ICI_30_peak_4762"	111	"*"	14.3167	3.10072	11.1632	0	0	0
"7530"	"chr20"	19225284	19225525	"peak_call/ICI_30_peak_6690"	111	"*"	14.35123	4.9114	11.19728	0	0	0
"7531"	"chr5"	34410806	34411057	"peak_call/ICI_30_peak_8726"	111	"*"	14.29475	4.77501	11.14138	0	0	0
"7532"	"chr7"	99581305	99581541	"peak_call/ICI_30_peak_10286"	111	"*"	14.33461	4.67814	11.18087	0	0	0
"7533"	"chr5"	132241287	132241654	"peak_call/ICI_30_peak_8991"	111	"*"	14.26359	4.45466	11.11067	0	0	0
"7534"	"chr8"	89437242	89437464	"peak_call/ICI_30_peak_10774"	111	"*"	14.26683	3.84112	11.11378	0	0	0
"7535"	"chr13"	46933853	46934145	"peak_call/ICI_30_peak_2858"	111	"*"	14.32419	3.91868	11.17051	0	0	0
"7536"	"chr3"	33759780	33760034	"peak_call/ICI_30_peak_7660"	111	"*"	14.26359	4.45466	11.11067	0	0	0
"7537"	"chr20"	55258171	55258449	"peak_call/ICI_30_peak_6995"	111	"*"	14.26683	3.84112	11.11378	0	0	0
"7538"	"chr1"	169911682	169911935	"peak_call/ICI_30_peak_646"	111	"*"	14.26359	4.45466	11.11067	0	0	0
"7539"	"chr3"	193852181	193852903	"peak_call/ICI_30_peak_8192"	111	"*"	14.3483	4.57848	11.19451	1	1	1
"7540"	"chr5"	142949134	142949449	"peak_call/ICI_30_peak_9074"	111	"*"	14.25762	4.65318	11.10528	0	0	0
"7541"	"chr5"	125430806	125431263	"peak_call/ICI_30_peak_8967"	111	"*"	14.26359	4.45466	11.11067	0	0	0
"7542"	"chr6"	117866411	117866670	"peak_call/ICI_30_peak_9698"	111	"*"	14.26359	4.45466	11.11067	0	0	0
"7543"	"chr14"	78165712	78166209	"peak_call/ICI_30_peak_3304"	111	"*"	14.28015	4.19796	11.12698	0	0	0
"7544"	"chr6"	3612894	3613202	"peak_call/ICI_30_peak_9265"	111	"*"	14.26359	4.45466	11.11067	0	0	0
"7545"	"chr17"	81029944	81030233	"peak_call/ICI_30_peak_5080"	111	"*"	14.26683	3.84112	11.11378	0	0	0
"7546"	"chr14"	104577669	104578206	"peak_call/ICI_30_peak_3465"	111	"*"	14.26359	4.45466	11.11067	0	0	0
"7547"	"chr7"	71791191	71791611	"peak_call/ICI_30_peak_10176"	111	"*"	14.33031	4.90407	11.17659	0	1	0
"7548"	"chr5"	87918769	87919109	"peak_call/ICI_30_peak_8878"	111	"*"	14.27682	4.65939	11.12369	0	0	0
"7549"	"chr9"	137261864	137262332	"peak_call/ICI_30_peak_11575"	111	"*"	14.26359	4.45466	11.11067	0	0	0
"7550"	"chr7"	98248938	98249382	"peak_call/ICI_30_peak_10271"	111	"*"	14.26359	4.45466	11.11067	0	0	0
"7551"	"chr14"	70861488	70861710	"peak_call/ICI_30_peak_3220"	110	"*"	14.17165	3.88197	11.02037	0	0	0
"7552"	"chr8"	142169970	142170210	"peak_call/ICI_30_peak_11018"	110	"*"	14.17747	4.42874	11.02614	0	0	0
"7553"	"chr15"	89610490	89610822	"peak_call/ICI_30_peak_3806"	110	"*"	14.23071	4.44476	11.07883	0	0	0
"7554"	"chr7"	32856219	32856462	"peak_call/ICI_30_peak_10053"	110	"*"	14.22003	3.76975	11.06826	0	0	0
"7555"	"chr2"	8944151	8944482	"peak_call/ICI_30_peak_5726"	110	"*"	14.17548	4.73498	11.02417	0	0	0
"7556"	"chr1"	202015339	202015733	"peak_call/ICI_30_peak_764"	110	"*"	14.24993	3.71871	11.09779	0	0	0
"7557"	"chr7"	129232159	129232429	"peak_call/ICI_30_peak_10417"	110	"*"	14.23071	4.44476	11.07883	0	0	0
"7558"	"chr16"	69255859	69256519	"peak_call/ICI_30_peak_4185"	110	"*"	14.1622	4.62235	11.01099	0	0	0
"7559"	"chr2"	181224907	181225117	"peak_call/ICI_30_peak_6359"	110	"*"	14.16455	4.84627	11.01332	0	0	0
"7560"	"chr12"	53194695	53195041	"peak_call/ICI_30_peak_2347"	110	"*"	14.23071	4.44476	11.07883	0	0	0
"7561"	"chr14"	56007846	56008218	"peak_call/ICI_30_peak_3107"	110	"*"	14.22003	3.76975	11.06826	0	0	0
"7562"	"chr21"	41095429	41095647	"peak_call/ICI_30_peak_7216"	110	"*"	14.15966	3.59181	11.00846	0	0	0
"7563"	"chr3"	172024824	172025306	"peak_call/ICI_30_peak_8093"	110	"*"	14.23071	4.44476	11.07883	0	0	0
"7564"	"chr17"	58094075	58094631	"peak_call/ICI_30_peak_4783"	110	"*"	14.2206	2.13635	11.06884	0	0	0
"7565"	"chrUn_gl000225"	51895	52215	"peak_call/ICI_30_peak_11683"	110	"*"	14.21374	2.28235	11.06212	0	1	1
"7566"	"chr8"	125538454	125539257	"peak_call/ICI_30_peak_10951"	110	"*"	14.15152	3.54014	11.00043	0	0	0
"7567"	"chr5"	59303425	59303804	"peak_call/ICI_30_peak_8800"	110	"*"	14.19526	4.7416	11.04374	0	0	0
"7568"	"chr3"	150440617	150440902	"peak_call/ICI_30_peak_8006"	110	"*"	14.18269	3.70386	11.03126	0	0	0
"7569"	"chrUn_gl000220"	126766	127088	"peak_call/ICI_30_peak_11656"	110	"*"	14.21588	1.22937	11.06425	1	1	1
"7570"	"chr14"	82002834	82003078	"peak_call/ICI_30_peak_3316"	110	"*"	14.18269	3.70386	11.03126	0	0	0
"7571"	"chr17"	48559762	48560212	"peak_call/ICI_30_peak_4699"	110	"*"	14.21935	4.6408	11.06768	0	0	0
"7572"	"chr3"	33523574	33523982	"peak_call/ICI_30_peak_7658"	109	"*"	14.0924	4.82123	10.94254	0	0	0
"7573"	"chr11"	27223034	27223964	"peak_call/ICI_30_peak_1710"	109	"*"	14.1221	4.32163	10.97131	0	0	0
"7574"	"chr1"	7386342	7386754	"peak_call/ICI_30_peak_54"	109	"*"	14.1221	4.32163	10.97131	0	0	0
"7575"	"chr3"	78724413	78725337	"peak_call/ICI_30_peak_7814"	109	"*"	14.0924	4.82123	10.94254	0	0	0
"7576"	"chr8"	101759835	101760524	"peak_call/ICI_30_peak_10849"	109	"*"	14.14811	3.28003	10.99704	0	0	0
"7577"	"chr7"	75929605	75929823	"peak_call/ICI_30_peak_10211"	109	"*"	14.0924	4.82123	10.94254	0	0	0
"7578"	"chr11"	67273229	67273680	"peak_call/ICI_30_peak_1882"	109	"*"	14.1221	4.32163	10.97131	0	1	0
"7579"	"chr8"	122788593	122788879	"peak_call/ICI_30_peak_10931"	109	"*"	14.10837	3.43807	10.95828	1	1	0
"7580"	"chr7"	46320703	46321001	"peak_call/ICI_30_peak_10121"	109	"*"	14.06604	4.30542	10.91729	0	0	0
"7581"	"chr1"	169486884	169487183	"peak_call/ICI_30_peak_643"	109	"*"	14.10689	4.40757	10.95682	0	0	0
"7582"	"chr6"	23408087	23408369	"peak_call/ICI_30_peak_9389"	109	"*"	14.09674	4.70866	10.94675	0	0	0
"7583"	"chr11"	48063541	48063753	"peak_call/ICI_30_peak_1772"	109	"*"	14.05426	4.39182	10.90563	0	0	0
"7584"	"chr10"	74032371	74032671	"peak_call/ICI_30_peak_1331"	109	"*"	14.0924	4.82123	10.94254	0	0	0
"7585"	"chr8"	101964730	101964994	"peak_call/ICI_30_peak_10852"	109	"*"	14.09892	3.99936	10.94892	0	0	0
"7586"	"chr17"	57183676	57184032	"peak_call/ICI_30_peak_4756"	109	"*"	14.08084	1.97714	10.93192	0	0	0
"7587"	"chr14"	76032719	76033001	"peak_call/ICI_30_peak_3278"	109	"*"	14.05426	4.39182	10.90563	0	0	0
"7588"	"chr7"	121061045	121061490	"peak_call/ICI_30_peak_10385"	109	"*"	14.14403	4.83914	10.99299	0	0	0
"7589"	"chr7"	30817785	30818157	"peak_call/ICI_30_peak_10045"	109	"*"	14.1221	4.32163	10.97131	0	0	0
"7590"	"chr15"	92170690	92171059	"peak_call/ICI_30_peak_3845"	109	"*"	14.14523	4.5151	10.99417	0	0	0
"7591"	"chr2"	242786279	242786532	"peak_call/ICI_30_peak_6635"	109	"*"	14.0924	4.82123	10.94254	1	0	0
"7592"	"chr6"	149354071	149354413	"peak_call/ICI_30_peak_9801"	109	"*"	14.14403	4.83914	10.99299	0	0	0
